-6.625153970849763374e-03,-4.802517269045915825e-03,9.830073731413683027e-03,1.206464592012664559e-02,7.559960383148451452e-03,6.059318824198889862e-03,-1.680694256089758712e-02,-2.575447657926914578e-03,2.845843930364300167e-03,-2.380168338844310030e-03
-6.991408544195461434e-03,2.089265520807514608e-03,-1.062342711122775916e-02,1.428647179866100389e-02,-1.113419595261593183e-02,1.769428770568476014e-02,1.110755687837663985e-02,-1.822117636839453575e-02,1.063189590690660422e-02,-9.627611461122927497e-03
1.845908707430763199e-02,-9.733455015567884019e-03,-1.431224057050138306e-03,5.627101214784500753e-03,8.107671992530530308e-03,-8.568119383582340279e-03,-3.926769028423676700e-03,7.372197855333773031e-03,-8.869968387603998153e-03,-5.943627773310231760e-03
1.985651922085167331e-02,-1.748542995734319455e-02,1.747369815077160285e-02,-5.944696777930802423e-03,-8.915976500658905762e-03,3.402975742359055228e-02,-6.403394218827865303e-03,-4.046224684712151909e-02,-5.682523334503520457e-03,7.242745241551776063e-03
-2.287480339987127257e-04,-9.284203233660167157e-03,-1.174332031821712086e-03,6.445830490974803831e-03,1.633470607550747619e-02,-1.817513771082378054e-03,-2.354570176690832725e-02,-1.105668426228580831e-02,6.718581816435157707e-03,8.820970276817880276e-03
1.939255943255005846e-02,-9.775765871462384956e-04,1.066047662957179433e-02,-1.028023142755418382e-02,-2.724814530200430317e-03,-2.854326373854047891e-03,-1.285858773600332197e-02,-2.016654592229617793e-02,3.175864184256430023e-02,-1.582710677457595597e-02
-2.152090014214582368e-03,5.796444072587816389e-04,-6.074077572000330556e-04,1.084924918180808079e-02,-8.903094992009056782e-03,-6.877634928508689731e-03,7.330835104524043022e-03,-4.340612280367277774e-03,3.570633946716980124e-04,3.041986537397939078e-03
9.180082954685621355e-03,-2.188248224491572309e-03,1.355963963030944013e-02,1.259164426133991752e-02,-1.866910147159083627e-02,1.994053836987662656e-02,-4.869277534128338761e-03,-1.468741964965594596e-03,-2.059344040657336283e-02,-1.178739004504891774e-02
-4.554396590758724543e-03,-2.039204153186069401e-02,-2.837243220307220440e-02,-8.838264081110503920e-03,7.299516087803796169e-03,1.028125169327577700e-02,2.579769216515516439e-02,6.505957547348562020e-03,1.343658122268787634e-02,-9.519150921344315605e-03
-1.407163430979578751e-02,4.320222041723970931e-03,9.782902275813534776e-03,-1.350199818189001463e-02,3.347471063290303854e-03,4.604654755694369619e-03,5.110935386424230766e-03,5.210150045499396115e-03,1.857934865341998379e-02,-2.580493013558092866e-02
1.903563824136746477e-02,-4.959835859405491328e-03,-7.594558047300693261e-03,3.708292224656528809e-03,-2.938092303607934587e-03,-1.747675712942231216e-02,5.788042947748824919e-03,1.185659884999563929e-02,-2.040783540707935030e-03,-9.161899717461543342e-04
-1.593308184258817803e-02,8.820210611936829537e-03,1.918012733534281520e-04,-5.327431946540624186e-03,-6.856107470218550035e-03,1.914083991132757914e-02,7.649421774472225932e-03,-2.123094703167167571e-02,1.304768064425993260e-02,8.144798711701437335e-03
2.657924702654748672e-02,-4.777831230106735494e-02,1.192653446689979566e-02,-2.076428817376395689e-02,-3.583624305862656914e-03,4.961659267397671054e-03,2.361780198124162431e-03,-4.838487055172855690e-03,3.237985637994549026e-02,1.420973970381397312e-02
4.270046588723485324e-03,2.257040362459467389e-02,-5.155188091050687607e-03,-1.134577431059317736e-02,-3.990748492125135473e-03,-6.251351851297741978e-03,1.154779233018924690e-02,-5.289635779683893183e-04,-9.384177600467389843e-03,2.339597574556519666e-03
4.419864855035392226e-02,-8.821014086246385319e-03,-5.149548166535672378e-02,-1.314047643390534557e-02,-2.786545063532941055e-02,2.594281959918660549e-02,-2.757711402115958776e-02,4.319249309157034873e-03,4.966109783055148302e-02,2.429818090289770013e-02
7.640954992319006628e-03,-3.089474613475599873e-02,-4.175837991511427427e-02,-7.318523537162585635e-03,-1.519198460502588742e-02,3.310703518255075223e-02,-1.868274771928339628e-02,4.201947858410508968e-02,-2.810338292936237232e-03,3.016334878523798529e-02
2.388051485453212414e-02,6.926473888888418215e-04,-3.413359343515062760e-02,1.115414346517004142e-02,-6.346088630079498721e-03,-2.025262628584517232e-03,1.033066613057067804e-02,-1.484688234681613532e-02,7.920839227883544331e-03,-5.409114959969589303e-05
1.890249086644105875e-02,-1.874461193516324675e-02,1.248719195023098583e-02,-6.337453609682979069e-04,5.936902153761029928e-03,8.476742860104762370e-03,-2.242113710726009301e-03,-3.536712788264799456e-02,-9.318221557759128609e-03,8.231806265504315948e-03
1.355483136059551161e-02,-1.004812399311767572e-02,1.078188998881471003e-02,-5.231686060281879463e-03,-7.104444289074695294e-03,-9.885677361560249454e-03,4.519539545924272303e-03,1.424156497116208127e-02,-2.148105079213932789e-02,5.655882402311921721e-03
4.987236604075768933e-04,-9.332775429095408262e-03,-8.974262472352969450e-03,-3.395732233883235526e-03,2.394893596757357874e-03,-4.534993866577755918e-03,-7.661831041156010047e-03,-1.110250743772458852e-02,1.782283263123405140e-02,1.341761373333598753e-02
1.696622310875889675e-02,6.349792557594288386e-03,-8.800633142289930252e-03,-1.882195599130609756e-02,1.193111409137553652e-03,8.701389749906982343e-03,1.401109579001269447e-03,1.889785111989427183e-02,-8.362229326642827906e-03,-1.139168406471766093e-02
8.599391404430936289e-03,1.508899977659235690e-02,5.247962908532509971e-04,-2.881462245953512330e-02,3.730661976945745528e-02,1.557362454214631688e-02,-5.075999917248376521e-03,1.030188074491698164e-02,-3.404565265185854200e-02,-1.835435719986849498e-02
